,emotion,talk
328,Panic,지금 결혼 을 준비 중 인데 문제 가 생기다. 청첩장 을 주문 하다 청첩장 업체 에서 날짜 를 잘못 입력 하다. 어떻다 하다 하다 ? 업체 측 에서 최대한 빨리 새롭다 인쇄 를 해주다 하다 하다 걱정 이야.
329,Wound,나 어제 남자친구 와 헤어지다. 알 고 보다 다른 여자 랑 양다리 이다 더 라고. 정말 배신 감 느끼다.
330,Anger,어제 뉴스 에서 젊다 여성 들 이 일부러 아이 를 낳다 않다 식 의 보도자료 를 보다. 최근 출산율 에 관 한 내용 인데 그게 마치 여성 만의 문제 처럼 말 하다 너무 악의 적 인 거 같다. 그렇다 식 으로 여성 의 문제 로 치부 하다 정말 불쾌하다.
331,Panic,벌써 남자친구 랑 헤어지다 지다 일 년 이 넘다. 주말 마다 심심하다 이 젠 좀 외롭다 생각 이 들다. 최근 에는 코로나 때문 에 집 에만 있다 더 외롭다.
332,Panic,나 임신 한 것 같다. 아직 확인 은 못 해봤다 설마 임신 이면 어떡하다 ? 하다 번 도 생각 하다 보다 적 없다 너무 당황 스럽다.
333,Sadness,난 삼포 세대 야. 삼 포 가 뭔 지 알 아 ? 연애 결혼 출산 모두 포기 한 세대 라는 의미 야. 세상 모두 가 행복하다 풍족하다 살 수 는 없다 보다. 누구 는 다 가지 고 나 는 다 잃다.
334,Wound,신혼여행 을 가다 싶다 코로나 때문 에 못 가다. 게다가 일정 이 미루다 위약금 까지 어마어마하다. 맞다 그래서 너무 화가 나.
335,Joy,지금 만나다 남자 랑 내년 에 결혼 하다 것 같다. 얘기 가 자다 통 하고 입맛 이 비슷하다. 밥 먹다 대화 를 나누다 시간 이 즐겁다 건 정말 중요하다.
336,Panic,서른 이 넘다 주변 친구 들 이 하나 둘 씩 결혼 을 하다. 난 아직 남자친구 도 없다. 결혼 은커녕 아직 남자친구 조차 없다 처지 인데 언제 연애 하고 결혼 하다 아이 는 낳을 수 있다 ?
337,Anger,곧 결혼 을 앞두다 있다 친구 가 나 에 대한 악의 적 인 소문 을 내다 걸 알 게 되어다. 내 가 남자친구 집안 만 보고 결혼 하다 거 라고 말 하고 다니다 하다. 응 엄청 친하다 친구 인데 갑자기 이렇다 소문 을 퍼뜨리 니 정말 당황 스럽다.
338,Joy,남자친구 가 생기다 하루하루 가 너무 행복하다. 특히 취미 가 같다 더욱 대화 가 자다 통해. 응. 이렇게 무엇 이든 자다 통 하다 남자 를 만난 건 정말 행운 이야.
339,Anger,나 는 이상하다 평소 에는 남자친구 가 있다 좋다 막상 누군가 가 다가오다 방어 적 인 태도 를 보이 게 돼다. 응 너무 가까이 다가오다 그 사람 을 만나다 고프다 생각 이 확 달아나다 것 같다.
340,Anxiety,그렇게 꿈꾸다 결혼 인데 막상 하다 달 앞 으로 다가오다 걱정 부터 앞서. 응 과연 내 가 직장 과 살림 을 병행 하다 수 있다 싶다 나중 에 아기 라도 생기다 과연 자다 해내다 수 있다 ? 응 사랑 하다 사람과 평생 을 함께 살다 것 은 좋다 그만큼 부수 적 인 일 들 이 부담 되다 걱정 이 앞서다.
341,Anger,나 는 왜 항상 남자친구 가 나르다 떠나다 버리다 보다 안달 이 나 있다 ? 무엇 이든 내 가 사과 하고 조금 이라도 연락 이 없다 혹시 내 가 뭘 잘못 한 건 아니다 미치다 것 같다.
342,Anger,교제 하고 있다 남자친구 와 결혼 을 준비 하고 있다. 그런데 남자친구 가 결혼 준비 에 소 극적 이라서 화가 날 때 가 많다. 내 가 서운하다 점 을 마음 에 담다 두다 않다 바로 솔직하다 이야기 하다 노력 하고 있다.
343,Anger,결혼 하다 친구 들 을 보다 준비 비용 이 너무 많이 들다 더 라고. 나 는 그렇게 돈 이 없다 너무 낙담 이 돼다. 요즘 코로나 때문 에 배달 음식 을 많이 시키다 나가다 돈 이 생각 보다 훨씬 더 많다. 줄이다 위해 노력 해보다 ?
344,Sadness,남자친구 랑 교제 한 지다 삼 년 이 넘다. 그런데 이제 는 남자친구 가 나르다 별로 사랑 하다 거 같다 않다. 남자친구 가 내 기분 을 먼저 알아주다 좋다. 얘기 하다 보다 보다.
345,Anxiety,계속 회사 에만 다니다 연애 를 하다 싶다 기회 가 없다. 이르다 연애 도 못 하다 나이 만 들다 것 같다. 내 가 자전거 타다 걸 좋아하다 주말 에 자전거 동아리 활동 을 해보다 어떻다 ? 평일 에 회사 에만 있다 좀 지치다 거 같다. 어떻다 동아리 들 이 있다 알아보다.
346,Panic,최근 에 알 게 되다 남자 한테 마음 이 흔들리다 남자친구 한테 죄책감 이 들다. 맞다. 그래서 지금 남자친구 에게 너무 미안하다. 지금 만나다 남자친구 도 사랑 하 거들다. 남자친구 에게 솔직하다 이 상황 을 이야기 하고 미안하다 사과 하고 싶다.
347,Sadness,준비 해오다 결혼식 을 미루다 취소 하다 하다 것 같다 너무 슬프다. 코로나 때문 에 이르다 저러다 못 하다 상황 이야. 각종 위약금 도 걸리다.
348,Anger,부모님 이 내 처지 도 생각 하다 않다 자꾸 결혼 을 강요 하다 게 너무 화가 나. 아무래도 빈손 으로 결혼 하다 수 는 없다 직장 과 금전 적 인 상황 이 좀 더 안정 되다 하다 싶다.
349,Wound,친구 가 사귀다 사람 에게 데이트 폭력 을 당하다 이야기 를 들다. 너무 놀라다 충격 적 이야. 시간 을 내다 함께 심리상담 센터 를 가보다 생각 이야.
350,Sadness,관심 있다 사람과 첫 데이트 를 하다 생각 보다 별로 여서 실망 이 크다. 그 사람 에 대해 좀 더 알 수 있다 풍부하다 대화 를 하다 수 있다 좋다 거 같다. 내 가 좋아하다 것 들 ! 내 취향 에 대해 좀 더 자세하다 이야기 하고 싶다. 상대 에게도 듣다 싶다.
351,Joy,며칠 전 에 어머니 께 안부 전화 드리다 혹시 임신 소식 없다 걱정 하다 물어보다 더 라고. 응. 아직 서로 젊다 나이 이기도 하다 건강 에도 문제 없다. 여전하다 사이 가 좋다 나다 크다 걱정 은 안 해.
352,Panic,아 ! 너무 외로워. 나 만 혼자 남다 섬 같다 느낌 이야. 저녁 에 한강 에서 술 한잔 하고 싶다 아무 도 나오다 사람 이 없다.
353,Sadness,나 는 나 스스로 에 너무 좌절 감 이 들다. 남 들 은 승승장구 하고 있다 나 는 정해진 진로 없이 지내다 있다 게 너무 낙담 스럽다 비참하다. 나 는 매일 열심히 글 쓴다 이십사시 간 을 앉다 있다 성과 가 없다 대기업 다니다 애 들 은 옷 자다 입다 다니다.
354,Joy,나 오늘 너무 행복하다 일이 있다 ! 드디어 남자친구 한테 청혼 을 받다 ! 응 맞다. 얼른 결혼 계획 을 짜다 결혼 하고 싶다. 그리고 아이 도 낳다 싶다.
355,Anxiety,주변 의 친구 들 이 한 둘 씩 결혼 하다 나 는 지금 남자친구 도 없다 너무 혼란 스럽다. 맞다. 불안하다 내 가 잘못 살다 건가 하다 회의 가 들다 감정 이 복잡하다.
356,Anxiety,남자친구 가 결혼 하다 프러포즈 하다 난 자다 모르다. 남편 뒷바라지 하고 시댁 모시 고 살 면 너무 답답하다 것 같다. 난 아이 도 낳다 싫다. 아이 가 생기 면 내 삶다 없어지다 것 아니다 ?
357,Wound,나 지금 너무 억울하다 ! 짜증 나 죽다 ! 남편 이랑 똑같이 일 하고 심지어 연봉 도 내 가 더 높다 남편 아침밥 안 해주다 시어머니 가 뭐라다 하다 !
358,Panic,나 남자친구 랑 더 는 도저히 못 만나다 ! 걔 만 보다 이제 너무 혐오 스럽다 ! 별로 알 고 싶다 않다 걔 컴퓨터 에 불법 촬영 동영상 이 있다 걸 보다 !
359,Panic,남자친구 랑 결혼 하다 걔 한테 빚 이 있다 걸 알다. 너무 당황 스러운 데 어쩌면 좋다 ? 결혼 약속 후 들다 거 라 혹시 다른 비밀 은 없다 제대로 알아보다.
360,Wound,난 아이 를 낳다 싫다 남편 도 동의 하다 시댁 에서는 자꾸 강요 하다. 남편 은 신경 쓰다 말다 난 이 거 때문 에 너무 괴롭다. 결혼 하다 애 를 낳다 대다 잇다 게 자연 의 순리 래. 이 거 때문 에 시부모 님 이랑 너무 껄끄러워.
361,Anger,남편 얼굴 을 볼 때 마다 이제 는 구역질 이 날 정도 야. 자기 엄마 말다 무조건 복종 하다 들다 어리다 아이 같다. 얼굴 도 보기 싫다 말 을 하다 싶다 ?
362,Wound,독박 육아 하다 잠 을 못 자서 너무 힘드다. 남편 은 그 와중 에 눈치 없이 힘들다 징징대다. 둘 다 부모 인데 아기 가 나 와도 남편 은 바뀌다 것 도 없다. 나 만 변화 를 강요 당하다 억울하다. 남편 하고 허심 탄회 하 게 이야기 를 해보다. 남편 도 함께 바뀌다 덜 억울하다 것 같다.
363,Wound,어제 결혼 까지 하자 고 약속 하다 남자친구 에게 차이다. 믿다 남자친구 가 갑자기 연락 을 끊다. 이 친구 와 얼른 결혼 하고 아이 도 낳다 싶다 너무 배신 감 들다.
364,Wound,남자친구 가 학교 여자 후배 와 매일 연락 을 하다 너무 질투 나. 여자 후배 와 같다 학교 라서 매일 보다 나 는 다른 학교 라서 더 걱정 돼다. 연락 이 안 되다 때 마다 여자 후배 와 같이 있다 것 같다 생각 이 들다.
365,Joy,요즘 주변 에서 결혼 안 하다 얘기 를 많이 하다 난 아직 생각 이 없다. 사 년 만난 남자친구 는 있다. 근데 나 는 전혀 서두르다 생각 없다. 맞다. 난 지금 남자친구 가 너무 좋다 아직 은 내 삶 을 더 즐기다 싶다.
366,Sadness,나 며칠 전 에 오래 사귀다 남자친구 와 헤어지다. 응. 아직 남자친구 생각 이 많이 나서다 힘들다. 다행하다 오래 알 고 지내다 고향 친구 들 이 있다. 아직 은 매일 눈물 나 지만 친구 들 이 있다 그나마 다행 이야.
367,Joy,난 정말 결혼 을 하다 하다 말다 하다 자다 모르다. 주변 친구 들 을 보다 힘들다 보 이기도 하다 행복하다 보 이기도 하다. 나 는 전혀 급하다 것 없다. 정말 사랑 하다 사람 을 만나다 전 까지는 억지로 결혼 하고 싶다 않다.
368,Panic,사람 들 이 왜 자꾸 나 에게 둘째 계획 을 묻다 걸다 ? 남 이 나 에게 뭐라다 말 하다 무시 하다 힘들다 신경 쓰이다.
369,Joy,나 내년 에는 아이 를 갖다 않다 하다. 아직 은 나이 가 어리다 것 같다 천천히 계획 하다 괜찮다.
370,Anger,외로워 서 소개팅 약속 을 잡다 날짜 가 다가오다 막상 나가다 귀찮다. 딱하다 이유 는 없다. 나다 내 가 왜 이르다 한심하다.
371,Anxiety,남자친구 가 프러포즈 하다 고민 이 있다. 나 는 결혼 을 생각 해보다 적 이 없다. 근데 청혼 을 거절 하다 남자친구 는 잃다 보다 불안하다.
372,Anger,명절 만 되다 어른 들 이 결혼 언제 하다 거 냐 고 물어보다 고향 에 가기 가 싫다. 말씀 을 자다 드리다 매년 되풀이 돼다. 도대체 언제 까지 같다 말 을 들다 하다 걸다.
373,Anxiety,남자 를 믿다 수가 없다 주위 에서는 결혼 하 라고 하니 불안하다 속상하다. 뉴스 에서 범죄 랑 사건 사고 가 자주 나오다. 그리고 이혼 하다 경우 도 많다.
374,Wound,결혼 하다 해도 모으다 두다 돈 도 많이 없다 가난하다 시작 하다 보다 겁나다. 고생 하다 살 고 싶다 않다. 넓다 아파트 에서 시작 하고 싶다.
375,Joy,나 임신 이래 ! 아직 알리 지 않다. 어떻다 하다 가장 신나다 알리다 수 있다 고민 중이 야.
376,Anger,요새 어떻다 하다 좋다 모르다. 나 는 올해 안 에 결혼 하고 싶다. 근데 지금 사귀다 남자친구 가 아직 결혼 하다 마음 이 없다 하다. 이제 어리다 나이 도 아니다 명절 마다 결혼 압박 이 심하다. 그래서 더 조바심 이 나 는 것 같다.
377,Anxiety,나 이제 곧 출산 예정일 이야. 응. 며칠 뒤 면 예정일 이라 가슴 이 두근두근 하다 두렵다 기도 해. 응. 병원 에 갈다 때 가져가다 짐 도 미리 싸다 아기 용품 도 어느 정도 준비 하다.
378,Anger,나 친구 랑 절교 하다 거야. 친구 가 내 남자친구 한테 고백 하다. 어떻다 그렇다 수가 있다 ? 너무 화나다 실망 스럽다.
379,Joy,나 결혼 하다 정말 자다 것 같다. 행복하다 마음 이 편안하다. 남편 이 퇴근 하고 자기 도 힘들다 텐데 저녁 도 준비 하고 설거지 도 하다. 내 가 말 안 해도 내 마음 을 먼저 알 고 행동 해주다 정말 좋다.
380,Panic,정말 왜 저러다 모르다. 어제 는 술 을 말다 고 주 망태 가 돼다 서다 현관문 앞 에서 자다 거 있다 ? 한심하다 죽다. 애도 아니다 나이 먹다 벌써 몇 번 째 인지 모르다.
381,Joy,이번 주가 출산 예정일 인데 아직 소식 이 없다. 그래도 출산 만 네 번 째 라 느긋하다 기다리다 있다.
382,Anger,쟤 는 또 시작 이다. 정말 결혼 얘기 지겹다. 그냥 연애 만 하다 싶다. 남자친구 가 계속 결혼 얘기 만 하다 성가시다 죽다. 정말 지금 은 결혼 생각 이 없다 돌리다 말 하다 왜 저러다 모르다.
383,Anxiety,오늘 카페 에 가다 옛날 에 좋다 감정 을 가지 고 있다 오빠 를 우연히 만나다. 오빠 랑 이런저런 얘기 를 나누다 보다 옛날 생각 도 나다 좋다 감정 들 이 다시 살아나다. 오래 만나다 온 남자친구 가 있다 오빠 를 보다 마음 이 흔들리다.
384,Wound,오늘 산부인과 에 다녀오다. 한숨 만 나오다. 빨리 아기 를 갖다 싶다 임신 이 힘들다 것 같다. 남편 한테 어떻다 말 을 하다 하다 모르다. 너무 괴롭다. 아이 를 많이 기다리다 있다.
385,Panic,우리 아기 혈액형 이 오 형 이래. 이렇다 일이 있다 수가 있다 ? 남편 하고 나 둘 다 에이 비 형 인데 아기 혈액형 은 오 형 이라니. 도대체 어떻다 되다 거지 ?
386,Sadness,이번 연애 는 정말 끔찍하다 경험 이다. 스토커 처럼 집 앞 에서 내 가 오가다 걸 지켜보다 남자 랑 연락 만 해도 무슨 바람나다 거 처럼 추궁 하다 거야 !
387,Anxiety,연애 하고 싶다. 그건 자다 모르다. 아직 하다 번 도 연애 해보다 적 이 없다. 내 가 연애 에는 취약 하다 어떻다 감정 인지도 자다 모르다. 날 배려 해주다 있다 느낌 을 받다 땐 좀 설레다 거 같다.
388,Anger,이번 생애 는 결혼 못 하다 거 같다. 주변 에 결혼 하다 결혼 준비 하다 사람 들 얘기 들다 보다 돈 이 많이 들다 난 모으다 돈 도 없다 말 이야.
389,Joy,나 드디어 남자친구 가 생기다 ! 전 부터 남자친구 가 생기 면 이 것 저 것 해보다 싶다 게 많다 ! 진짜 좋다. 차 타고 바다로 드라이브 가기.
390,Panic,주변 친구 들 은 다 연애 하고 결혼 하고 각자 짝 이 있다 나 만 혼자 인 것 같다 외로워. 혼자 있다 시간 에 익숙해지다. 취미 도 갖다 내 일도 더 열심히 하다 나 자신 이 더 성숙하다 싶다.
391,Joy,친구 가 오랜 연애 끝 에 결혼 에 성공하다. 내 가 다 뿌듯하다 기분 이 좋다. 그 친구 를 보다 나 까지 연애 하다 법 을 배우다 것 같다. 응. 나다 옆 에서 많이 보고 배우다 만큼 친구 가 결혼 하고도 계속 행복하다 자다 살다 좋다.
392,Sadness,하다 하다 게 산더미 인데 아무 것 도 하다 싫다 무기 력 해. 우울증 이 아니다 걱정 돼다. 남자친구 랑 헤어지다. 그 가 헤어지자 고해 서 일방 적 으로 헤어지다 돼다. 내일 로 미루다 걸 고치다 하다 것 같다. 그리고 병원 에 가다 상담 을 받다 보다.
393,Wound,코로나 때문 에 예식장 예약 을 미루다 위약금 을 물 게 돼다 너무 속상하다. 근데 나 랑 똑같다 상황 의 친구 는 위약금 을 안 내다 되다 그래서 더 억울하다. 친구 는 발 이 넓다 주위 에 알다 사람 이 많다. 도움 주다 사람 도 많다.
394,Panic,친구 랑 대화 만 하다 열등감 을 느끼다 속상하다. 응. 나 는 생활비 가 넉넉하다 않다 고민 하다 그 친구 는 집안 이 여유 가 있다 펴다. 나 한테 고작 그렇다 게 고민 이냐 며 무시 를 하다 더 작아지다 기분 이야.
395,Sadness,결혼 언제 하다 거 냐 고 부모님 께 잔소리 들다. 기분 이 굉장하다 안 좋다. 결혼 은 왜 하다 하다 모르다. 서로 에게 짐 만 되다 텐데.
396,Anxiety,소개팅 을 해주다 회사 선배 때문 에 당황 스럽다. 솔직하다 지금 은 연애 생각 이 없다 소개팅 하고 싶다 않다. 돼다 말 하다 계속 권하다 이상하다 생각 이 들다.
397,Panic,회사 에 청첩장 을 돌리다 상황 이 애매하다 당황 스럽다. 코로나 때문 에 초대 하다 게 신경 쓰이다 팀원 들 한테 만 주다 다른 부서 에서 누 군 주다 본인 들 은 안 주다 오해 하고 있다.
398,Anxiety,요즘 시어머니 가 아이 는 안 낳을 거 냐 고 자꾸 물어보다 스트레스 받다. 응. 아이 는 언제 가 낳을 거지 만 계속 빨리 낳다 재촉 하다 것 같다 힘들다.
399,Anger,이번 명절 에 집 에 가다 또 결혼 하 라고 난리 치다. 나 는 결혼 생각 이 없다. 나 는 연애 만 하다 싶다 것 같다. 나 는 하다 싶다 것 을 하다 자유롭다 살 고 싶다. 가족 들 과 시간 을 두다 더 이야기 를 많이 하다.
400,Sadness,요즘 아기 를 괜히 낳다 하다 생각 이 들다. 그렇다 생각 을 하다 아기 한테 정말 미안하다 내 가 미치다 보다. 일과 육아 를 병행 하다 너무 힘들다. 아기 를 데리다 일찍 퇴근 하다 때 도 너무 눈치 가 보이다.
401,Sadness,결혼 얘기. 출산 얘기. 아주 이렇다 소리 지겹다 죽다 ! 그냥 만나다 사람 마다 다 그렇다. 특히 친척 들. 다 여자 만 손해 인 것 을 왜 나 한테 그렇다 ! 맞다. 보편 적 으로 여자 들 이 희생 하다 하다 부분 이 많다 게 너무 부당하다 생각 하다 !
402,Anger,도대체 왜 결혼 하다 모르다. 결혼 은 없어지다 해. 결혼 은 여자 만 손해 야.
403,Anxiety,벌써 삼십 대다 중반 인데 친구 중 나 만 시집 을 못 가다. 마음 이 조급하다. 꼭 결혼 을 하다 되다 생각 은 아니다 것 같다 해. 내 시간 이 많다 나 만 챙기다 좋다.
404,Panic,회사 상사 가 자꾸 소개팅 을 주선 하다 하다 어찌 하다 바르다 모르다. 응. 상사 이기도 하다 너무 자주 이야기 하다. 응. 거절 하다 기분 상 하다 보다 아직 말 못 하다 있다 그냥 한번 만나다 보고 오다 생각 도 해.
405,Sadness,나 는 아이 낳다 싶다 않다 남편 과 시댁 은 자꾸 출산 을 강요 하다 오늘 한바탕 싸우다. 출산 에 관해 내 생각 을 이해 해주다 않다 자꾸 강요 하다 너무 슬프다 화가 나.
406,Anger,내 가 알다 남자 가 팔자 펴다 보다 부잣집 에 장가 가다. 어떻다 그렇다 수가 있다 ? 서로 에 대한 감정 이 없다 상태 에서 계약 처럼 결혼 한 게 너무 구역질 나다 않다 ? 여자 를 이용 하다 한몫 잡다 게 심지어 역겹다 해.
407,Anxiety,아이 는 갖다 싶다 내 가 좋다 엄마 가 되다 수 있다 모르다. 아이 를 자다 가르치다 따뜻하다 사랑 해주다 엄마 가 되다 싶다.
408,Wound,월급 이 너무 적다 생활 하다 바쁘다 결혼 은 꿈 도 못 꾸다 있다. 평생 아등바등 혼자 살 게 되다 걸다. 연애 하고 결혼 을 하다 돈 이 필요하다 지금 당장 돈 이 없다.
409,Wound,주변 에서 왜 아기 를 안 낳다 나 보고 문제 있다 것 아니다 하다 상처 받다. 개인 적 인 사정 이 다 있다 건데 나르다 이상 있다 사람 취급 하다. 혹 내 가 이상 이 있다 그렇다 말 은 하다 안 되다 건데.
410,Panic,임신 중 인데 아무 도 도와주다 않다. 혼자 가 되다 기분 이야. 아기 만 가지 면 여기저기 서 도와주다 건 줄 알다 혼자 다 짊어 지는 기분 이야.
411,Anxiety,지금 내 일이 바쁘다 데이트 하다 때 시간 을 많이 빼앗기다 스트레스 야. 둘 다 포기 하다 수 없다 건데. 둘 다 중요하다 한데 데이트 시간 이 너무 기다 일 하다 시간 이 부족하다. 조정 하다 어렵다 더 스트레스 야.
412,Joy,나 오늘 그 사람 에게 고백 하다 거야 ! 고맙다. 분명 자다 되다 거야. 그 애도 나르다 좋아하다 것 같다. 응. 자주 느끼다. 그래서 고백 하다 !
413,Panic,내 친구 가 연애 하다 데 정말 보기 가 싫다. 주변 사람 들 눈 은 의식 하다 않다 애정 행각 을 계속 보이다. 솔직하다 공공장소 에서의 과 한 애정 행각 은 남 들 에게 혐오 를 불러일으키다 않다 ?
414,Joy,올해 안 에는 결혼 을 하다 수 있다 거 같다. 남자친구 의 부모님 이 우리 가 결혼 하다 걸 승낙 하다. 그래서 이제 결혼식장 을 알아보다 해.
415,Anger,남자친구 때문 에 정말로 화가 나. 나 한테 거짓말 을 하다 놀다 나가다. 지금 당장 남자친구 에게 전화하다 물어보다.
416,Wound,내 친구 도 나 랑 같다 날 결혼 을 한 대. 근데 나 보다 더 좋다 결혼식장 에서 결혼 하다. 질투 가 나. 그래도 친구 니까 축복 하다 주다. 내 가 잘못 생각 한 거 같다. 결혼 은 축하 하다 일이 잖다.
417,Anger,남자친구 가 결혼식 을 미루다 하다. 코로나 때문 에 미루다 나 는 너무 화가 나. 맞다. 코로나 때문 에 화가 난 거지. 남자친구 때문 은 아니다 거 같다.
418,Anger,빨리 남자친구 와의 일주년 이 되어다 좋다. 시간 이 너무 안 가다 ! 응 ! 같이 여행 을 가기 로 하다 ! 맛있다 것 도 먹다 여러 체험 도 해보다 해.
419,Joy,내 남자친구 는 나 만 사랑 하다. 맞다. 내 가 세상 에서 제일 이쁘다.
420,Wound,나 는 이번 코로나 의 희생 자 야. 결국 우리 결혼식 이 미루다. 하지만 어쩔 수 없다 상황 이 상황 인 만큼 조심하다.
421,Anger,결혼식 이 다음 달 인데 빨리 다음 달이 돼다 좋다. 빨리 결혼 하다 남자친구 하고 함께 있다 싶다. 시간 이 너무 안 가다 거 같다 나 혼자 안달 하다 중이 야.
422,Anger,내 친구 가 헤어지다 좋다. 그냥 자다 되다 게 너무 보기 싫다.
423,Wound,딸 을 낳다 축하 받다 일이 고 축복 받다 일 인데 시부모 님 은 아들 을 원하다 보다. 이렇게 떨떠름하다 줄 은 모르다. 응. 나 는 아이 를 둘 가지다 생각 인데 도 첫째 가 아들 이 아니다 딸 이라고 실망하다 모습 이 진짜 속상하다 딸 한테 미안하다. 아들 이 아니다 집안 에서 내 딸 이 희생 되게 되다 보다 걱정 이 돼다. 그래서 내 가 더 사랑 하고 예쁘다 주 려고 해.
424,Anger,전 남자친구 에게 당하다 일 을 생각 하다 아직도 자다 벌떡 일어나다. 나 몰래 두 명 하고 바람 을 피우다. 그 여자 들 과 농담 하고 즐기다 생각 만 하다 정말 구역질 이 나. 상대 에 대한 기본 적 인 예의 도 없다 화도 나다 복수 하고 싶다 미치다 것 같다.
425,Anger,남자친구 가 안 씻다 몸 이랑 머리 에서 고약하다 냄새 가 나. 직설 적 으로 말 하다 속상하다 하다 보다 샤워 용품 을 선물 로 주다. 아무렇다 변화 가 없다 게 너무 화가 나서다 솔직하다 말 하다 버리다 도리어 나 에게 화 를 내다.
426,Anger,결혼 하고 나서다 남편 의 태도 변화 에 구역질 이 나. 결혼 전 엔 하늘 의 별도 따다 것 처럼 하다 이제 는 손 하나 까딱 안 하다 하녀 처럼 부리다 들다. 거기 다 불만 은 얼마나 많다 내 가 얼마나 더 차다 수 있다 모르다.
427,Anger,해외 연예인 이 이번 에 출산 하다 이 와 관련 하다 악의 적 인 루머 가 인터넷 에 돌다 있다. 응. 아기 사진 을 비공개 하다 출산 이 거짓말 이다. 혹은 아기 가 너무 못 생기다 숨기다 것 이다. 이렇다 루머 들 이 있다.
428,Anger,산후 우울증 이 너무 심하다 아이 에게 안 좋다 영향 을 내 가 미치다 거 같다. 아이 가 새벽 내내 깨다 울다 어젯밤 에는 집다 던지다 싶다 마음 이 들다 거야. 나 자신 이 무섭다.
429,Wound,남자친구 랑 있다 게 너무 힘들다. 남자친구 랑 있다 맨날 내 가 다 맞추다 되다 것 같다. 전부 다. 응. 정신 차려 보다 이렇다 상태 라 너무 후회 돼다.
430,Wound,내 친구 남편 이 대기업 에 합격 하다. 내 남편 은 아직 취업 을 못 하다 질투 나. 이직 하다 직장 을 그만두다 자다 안되다 모양 이야.
431,Wound,친구 가 결혼 을 너무 잘 하다 일도 하다 않다 돈 을 펑펑 쓰다 살 아. 나 는 결혼 하다 맞벌이 하고 있다 그 친구 는 그렇게 한순간 에 백조 에 편하다 상황 이 되다 부럽다. 부럽다 다기 보단 질투 가 나 는 거 같다. 기분 이 안 좋다.
432,Wound,내 남자친구 가 다른 여자 랑 메시지 를 주고받다 걸 보다. 너무 질투 나 ! 왜 나 말고 다른 여자 한테 그렇게 착하다 굴지 ? 응. 나 한테 만 잘 해주다 좋다.
433,Anger,남자친구 가 트림 을 너무 심하다 해. 정말 밥 먹다 나다 열 번은 하다 것 같다. 입 을 틀다 막다 버리다 수도 없다. 가끔 냄새 때문 에 구역질 이 나. 병원 에 가보 라고 하다.
434,Anger,나 는 결혼 하다 싫다 부모님 이 자꾸 난리 야. 나 는 결혼 하다 경력 이 단절 되다 아이 낳다 몸 망가지다 가면 서 살기 싫다. 부모님 은 나르다 이해 못 해. 계속 설득 해보다 수 밖에 없다. 나 는 결혼 이라는 제도 에 구역질 이 나.
435,Wound,연애 하다 때 질투 는 어쩔 수 없다 감정 이다 ? 응. 애인 이 나 보다 친구 들 을 중요하다 생각 하다 것 같다. 친구 들 보기 전 에 잠깐 나르다 스치다 만나다 기분 이야. 응. 애인 은 무슨 남자 한테 까지 질투 하다 속 좁다 소리 하다 말 라고 해. 너무 속상하다 비참하다.
436,Wound,엄마 친구 딸 이 어리다 부터 공부 도 잘 하다 예쁘다 좋다 남자 만나다 시집가다. 고생 하다 번 안 하다 자라다 애가 풍족하다 집 에 시집가다 거 보다 사주팔자 가 다 따로 있다 건가 보다. 부럽다 질투 나. 일단 비교 하다 말다. 그리고 나 만의 장점 을 생각 해보다 자존감 을 올리다.
437,Wound,출산 은 여자 몸 만 너무 상하 는 것 같다. 남자 는 아무 일도 없다 나 만 이렇게 애 낳다 망가지다 희생양 이 되다 기분 이야. 그래도 아이 를 보다 정말 예쁘다. 좋다.
438,Wound,이번 코로나 때문 에 아이 갖다 게 무섭다. 아무래도 건강 문제 가 제일 크다 것 같다. 코로나 때문 에 많다 사람 이 피해 보고 희생 되다 거 같다. 맞다. 일단 기다리다 임신 계획 을 세우다.
439,Wound,내 가 결혼 을 하다 수 있다 ? 남자친구 와 결혼 까지 생각 하고 있다 내 가 가난하다 사실 을 말 하다 관계 가 깨다 보다 두렵다. 남자친구 는 함께 도와주다 힘 을 줄 것 같다.
440,Wound,얼마 전 출산 한 친구 에게 연락 이 오다 마음 이 아프다. 아이 키우다 많다 것 을 희생 하고 있다.
441,Sadness,나 남자친구 랑 헤어지다. 걔 가 헤어지다 재. 아니다. 너무 우울하다 슬프다 아무 것 도 손 에 안 잡히다. 잠 이나 실컷 자다.
442,Sadness,얼마 전 에 내 친구 가 결혼 하다 ? 근데 남편 이 진짜 너무 별 로더 라. 스무 살 많다 할아버지 처럼 생기다 사람 이랑 결혼 하다 ? 실제 나이 도 열 살 은 많다 거 같다. 나 는 별로 결혼 하고 싶다 않다. 결혼 해봤다 좋다 것 도 없다.
443,Joy,내 친구 가 얼마 전 에 딸 을 낳다 보다 가다 애가 너무 귀엽다. 결혼 이나 출산 은 아직 나 한테 늘다 멀다 얘기 야. 천천히 때 가 되다 하다.
444,Anger,오랫동안 연애 하다 남자친구 랑 헤어지다 ! 다시 다른 사람 을 만나다 결혼 하다 수 있다 ? 정말 나 에게도 인연 이 있다 ?
